gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
1931012455	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/812/00961845.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931010311	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/897/00753338.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931009307	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/364/00753939.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931009165	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/479/00745643.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931009147	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/040/00744318.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931006606	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/122/00751018.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931006313	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/667/00751336.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931005455	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/006/00750866.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931004513	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1212/182/00751556.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931002911	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/494/00805737.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1931001483	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/067/00750958.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930999861	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/547/00751202.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930998525	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/311/00751563.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930998406	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/424/00753483.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930997604	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/436/00745596.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930993372	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/031/00750922.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930989450	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/497/00751147.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930987148	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/505/00805748.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930985851	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/446/00745608.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930984648	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/089/00753636.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930983399	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/108/414/v-287-00723200.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930981902	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/658/00751324.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930977257	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/796/00753178.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930976606	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/481/00754075.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930975673	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/297/00751535.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930974000	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/298/00751536.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930973331	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/454/00805459.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930972260	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/615/00754229.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930970021	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/624/00805688.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930969668	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/554/00745727.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930969382	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1255/291/00854233.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930969342	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/174/00751074.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930967856	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1215/843/02144577.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930967576	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/209/495/v-287-00853513.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930966379	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/443/00750826.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930961891	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/616/00805678.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930956230	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/232/00745254.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930955470	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/633/00805700.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930954235	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/113/829/v-287-00750973.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930951742	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/2815/463/00828769.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930951626	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/551/00805798.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930951494	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/572/00751227.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930950875	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/830/00753256.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930949773	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/450/00750833-01.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930949773	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/451/00750833-02.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930949106	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/113/828/v-287-00750964.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930946911	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1255/287/00854227.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930945934	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/576/00754186.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930944871	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/459/00745622.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930943989	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/162/00753717.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930943470	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/579/00751234.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930943026	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/159/00751057.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930943022	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/554/00751209.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930940927	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/089/00744370.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930939297	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/113/908/v-287-00753250.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930936588	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/068/00753607.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930933513	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/307/00745455.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930933003	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1245/873/00745293.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930930825	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/626/00805692.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930930535	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/061/00744341.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930930458	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/083/00753630.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930929602	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/410/00753464.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930929205	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/421/00754002.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930927623	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/175/00751076.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930927097	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/804/00961837.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930926006	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/473/00751109.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930925004	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1173/551/02065169.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930924600	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/454/00751090.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930922847	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/581/00805829.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930921936	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/241/00753803.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930920463	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/045/00744324.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930919720	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/588/00805836.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930919273	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1245/882/00753223.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930917259	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1212/162/00750896.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930916943	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1245/912/00753377.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930916438	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/111/676/v-287-00745755.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930915728	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/343/00753916.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930912729	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/363/00745512.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930912431	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/409/00753463.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930908096	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/450/00751086.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930907965	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/853/00753279.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930906902	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/855/00753282.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930902242	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/450/00745613.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930899661	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/892/00753333.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930898030	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/741/00961948.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930897630	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/358/00753933.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930897037	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/209/514/v-287-00962084.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930896885	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/166/00751066.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930895460	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/072/00744352.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930893323	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/490/00745656.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930890263	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/239/00745272.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930890223	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/709/00854183-01.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930890223	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/710/00854183-02.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930888489	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/586/00805834.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930884704	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/094/00750989.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930880229	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/484/00754081.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930880088	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/113/939/v-287-00753648.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930879986	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/113/941/v-287-00753714.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930879973	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/074/00750966.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930878230	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/054/00744333.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930876451	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/733/00961758.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930875248	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/500/00805743.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930874945	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/077/00750969.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930874590	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/426/00753485.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930873420	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/856/00753284.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930869256	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/418/00753472.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930866116	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/537/907/00038815.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930863309	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/463/00754051.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930863056	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/426/00750813-01.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930863056	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/427/00750813-02.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930860106	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/146/00753699.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930859313	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/189/275/v-287-00745344.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930857908	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/231/238/v-287-00805791.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930857908	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/545/00805791.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930854808	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/451/00751087.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930854763	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1239/737/00744170.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930852618	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/315/00751566.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930848950	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/135/00751031.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930848125	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/640/00751306.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930847383	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/798/00961823.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930847100	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/600/371/00961953.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930846225	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/555/00754161.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930845189	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/649/00751315.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930845180	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1239/735/00744168.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930843617	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/623/00805687.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930843554	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/301/00750731-02.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930843554	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/300/00750731-01.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930838795	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/529/00754134.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930834151	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/430/00753489.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930834128	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/904/00753345.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930833723	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1255/393/01840038.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930833701	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/080/00753627.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930831624	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/732/00961939.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930830602	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/719/00854087.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930826589	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/774/00961799.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930824602	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/113/936/v-287-00753623.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930824406	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/514/00805757.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930823188	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1212/166/00750900.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930821591	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/101/00750997.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930819505	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1248/355/00745504.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930819252	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/670/00751339.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930815623	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/209/496/v-287-00853538.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930815623	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/669/00853538.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930812231	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/740/00961947.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930810554	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1240/170/00751070.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930809636	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/496/00805739.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930807409	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1245/868/00723174.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930807350	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1257/613/00745202.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930806608	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1245/901/00753361.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930805106	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1255/334/01301276.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930804976	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1229/622/00805870.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930804753	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/436/00754017.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930798997	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1254/683/00751353.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930797423	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1246/287/00753851.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
